pid1,qid1,pid2,count,probability,context
6,,297,158,0.01597088850702517,item
6,,298,158,0.01597088850702517,item
6,,299,158,0.01597088850702517,item
6,,300,326,0.03295259274234307,item
6,,1325,2,0.00020216314565854644,item
6,,1336,1,0.00010108157282927322,item
6,,832,33,0.0033356919033660165,item
6,,836,1,0.00010108157282927322,item
6,,225,1,0.00010108157282927322,item
6,,840,1,0.00010108157282927322,item
6,,843,2,0.00020216314565854644,item
6,,854,2,0.00020216314565854644,item
6,,856,1103,0.11149297483068836,item
6,,349,244,0.024663903770342666,item
6,,868,2,0.00020216314565854644,item
6,,360,2,0.00020216314565854644,item
6,,361,32,0.003234610330536743,item
6,,743,5,0.0005054078641463662,item
6,,882,2,0.00020216314565854644,item
6,,883,8,0.0008086525826341858,item
6,,373,6719,0.6791670878398868,item
6,,374,418,0.04225209744263621,item
6,,380,2,0.00020216314565854644,item
6,,382,20,0.0020216314565854646,item
6,,898,6,0.0006064894369756394,item
6,,901,394,0.03982613969473365,item
6,,902,39,0.003942181340341655,item
6,,395,234,0.023653088042049936,item
6,,910,1115,0.11270595370463965,item
6,,911,25,0.0025270393207318304,item
6,,402,306,0.030930961285757605,item
6,,409,3,0.0003032447184878197,item
6,,417,30,0.0030324471848781967,item
6,,418,7,0.0007075710098049126,item
6,,421,1100,0.11118973011220054,item
6,,935,140,0.014151420196098252,item
6,,429,7,0.0007075710098049126,item
6,,948,661,0.0668149196401496,item
6,,439,127,0.0128373597493177,item
6,,440,21,0.0021227130294147376,item
6,,442,12,0.0012129788739512787,item
6,,443,10,0.0010108157282927323,item
6,,964,29,0.0029313656120489233,item
6,,457,7,0.0007075710098049126,item
6,,461,2,0.00020216314565854644,item
6,,463,160,0.016173051652683717,item
6,,590,12,0.0012129788739512787,item
6,,982,580,0.05862731224097847,item
6,,984,154,0.015566562215708077,item
6,,473,445,0.044981299909026586,item
6,,474,147,0.014858991205903165,item
6,,988,1,0.00010108157282927322,item
6,,477,1,0.00010108157282927322,item
6,,485,2,0.00020216314565854644,item
6,,998,431,0.04356615788941676,item
6,,487,1,0.00010108157282927322,item
6,,488,3,0.0003032447184878197,item
6,,1001,77,0.007783281107854039,item
6,,500,5,0.0005054078641463662,item
6,,501,20,0.0020216314565854646,item
6,,1017,1,0.00010108157282927322,item
6,,507,21,0.0021227130294147376,item
6,,508,2,0.00020216314565854644,item
7,,512,19,0.003814495081308974,item
7,,513,194,0.03894800240915479,item
7,,1027,1,0.0002007628990162618,item
7,,518,1,0.0002007628990162618,item
7,,520,2,0.0004015257980325236,item
7,,9,678,0.1361172455330255,item
7,,10,1,0.0002007628990162618,item
7,,1038,44,0.00883356755671552,item
7,,1039,1,0.0002007628990162618,item
7,,921,1,0.0002007628990162618,item
7,,17,1,0.0002007628990162618,item
7,,18,1602,0.3216221642240514,item
7,,19,2837,0.5695643445091347,item
7,,20,1649,0.3310580204778157,item
7,,21,4937,0.9911664324432845,item
7,,22,2318,0.46536839991969486,item
7,,535,53,0.010640433647861875,item
7,,1048,1,0.0002007628990162618,item
7,,25,1101,0.22103995181690422,item
7,,26,793,0.1592049789198956,item
7,,27,3021,0.6065047179281269,item
7,,31,4854,0.9745031118249348,item
7,,549,20,0.004015257980325236,item
7,,39,404,0.08110821120256977,item
7,,40,1034,0.20758883758281468,item
7,,553,7,0.0014053402931138326,item
7,,1066,15,0.003011443485243927,item
7,,43,5,0.001003814495081309,item
7,,44,7,0.0014053402931138326,item
7,,45,225,0.0451716522786589,item
7,,861,2,0.0004015257980325236,item
7,,50,1,0.0002007628990162618,item
7,,172,76,0.015257980325235896,item
7,,564,50,0.01003814495081309,item
7,,53,315,0.06324031319012247,item
7,,54,171,0.034330455731780764,item
7,,1080,22,0.00441678377835776,item
7,,569,3490,0.7006625175667537,item
7,,570,2246,0.450913471190524,item
7,,1119,2,0.0004015257980325236,item
7,,66,8,0.0016061031921300944,item
7,,69,567,0.11383256374222044,item
7,,582,2,0.0004015257980325236,item
7,,781,7,0.0014053402931138326,item
7,,597,13,0.0026099176872114035,item
7,,598,2,0.0004015257980325236,item
7,,599,70,0.014053402931138326,item
7,,91,13,0.0026099176872114035,item
7,,94,25,0.005019072475406545,item
7,,607,56,0.011242722344910661,item
7,,97,42,0.008432041758682996,item
7,,611,1,0.0002007628990162618,item
7,,651,1,0.0002007628990162618,item
7,,101,66,0.013250351335073279,item
7,,102,236,0.04738004416783778,item
7,,103,76,0.015257980325235896,item
7,,105,1,0.0002007628990162618,item
7,,106,2489,0.4996988556514756,item
7,,107,130,0.026099176872114032,item
7,,108,65,0.013049588436057016,item
7,,109,99,0.019875527002609916,item
7,,112,2,0.0004015257980325236,item
7,,1138,1,0.0002007628990162618,item
7,,119,424,0.085123469182895,item
7,,225,1,0.0002007628990162618,item
7,,1146,3,0.0006022886970487854,item
7,,123,2,0.0004015257980325236,item
7,,1045,39,0.00782975306163421,item
7,,640,44,0.00883356755671552,item
7,,641,12,0.0024091547881951417,item
7,,646,2214,0.4444890584220036,item
7,,135,35,0.007026701465569163,item
7,,136,46,0.009235093354748043,item
7,,138,6,0.0012045773940975708,item
7,,1047,80,0.016061031921300945,item
7,,140,134,0.02690222846817908,item
7,,536,43,0.008632804657699257,item
7,,1049,1,0.0002007628990162618,item
7,,127,2,0.0004015257980325236,item
7,,154,2,0.0004015257980325236,item
7,,155,85,0.017064846416382253,item
7,,156,93,0.018670949608512347,item
7,,1050,39,0.00782975306163421,item
7,,158,3,0.0006022886970487854,item
7,,1185,1,0.0002007628990162618,item
7,,1186,17,0.0034129692832764505,item
7,,1187,2,0.0004015257980325236,item
7,,166,463,0.0929532222445292,item
7,,170,28,0.0056213611724553305,item
7,,171,1,0.0002007628990162618,item
7,,1196,5,0.001003814495081309,item
7,,175,18,0.0036137321822927123,item
7,,691,225,0.0451716522786589,item
7,,1207,50,0.01003814495081309,item
7,,184,7,0.0014053402931138326,item
7,,185,3,0.0006022886970487854,item
7,,701,1,0.0002007628990162618,item
7,,1220,3,0.0006022886970487854,item
7,,710,1,0.0002007628990162618,item
7,,552,34,0.006825938566552901,item
7,,1229,7,0.0014053402931138326,item
7,,723,1,0.0002007628990162618,item
7,,213,1099,0.2206384260188717,item
7,,214,2029,0.4073479221039952,item
7,,734,163,0.03272435253965067,item
7,,735,531,0.10660509937763502,item
7,,1249,1,0.0002007628990162618,item
7,,227,1393,0.27966271832965267,item
7,,741,42,0.008432041758682996,item
7,,742,11,0.00220839188917888,item
7,,1255,5,0.001003814495081309,item
7,,1258,4,0.0008030515960650472,item
7,,551,53,0.010640433647861875,item
7,,237,1,0.0002007628990162618,item
7,,1263,1,0.0002007628990162618,item
7,,241,57,0.011443485243926922,item
7,,1266,1,0.0002007628990162618,item
7,,244,1228,0.2465368399919695,item
7,,245,136,0.027303754266211604,item
7,,1273,231,0.046376229672756474,item
7,,1151,2,0.0004015257980325236,item
7,,1276,3,0.0006022886970487854,item
7,,725,6,0.0012045773940975708,item
7,,555,50,0.01003814495081309,item
7,,1284,4,0.0008030515960650472,item
7,,263,2,0.0004015257980325236,item
7,,264,2,0.0004015257980325236,item
7,,268,906,0.18189118650873318,item
7,,269,642,0.12888978116844008,item
7,,270,8,0.0016061031921300944,item
7,,271,6,0.0012045773940975708,item
7,,1298,1,0.0002007628990162618,item
7,,793,37,0.007428227263601686,item
7,,1309,15,0.003011443485243927,item
7,,800,36,0.007227464364585425,item
7,,802,3,0.0006022886970487854,item
7,,1315,1,0.0002007628990162618,item
7,,1317,6,0.0012045773940975708,item
7,,1321,2,0.0004015257980325236,item
7,,647,4,0.0008030515960650472,item
7,,1118,1,0.0002007628990162618,item
7,,1325,1,0.0002007628990162618,item
7,,815,1,0.0002007628990162618,item
7,,648,1,0.0002007628990162618,item
7,,650,10,0.002007628990162618,item
7,,835,1,0.0002007628990162618,item
7,,839,1,0.0002007628990162618,item
7,,1153,2,0.0004015257980325236,item
7,,841,3,0.0006022886970487854,item
7,,856,122,0.024493073679983938,item
7,,345,566,0.11363180084320418,item
7,,858,5,0.001003814495081309,item
7,,349,308,0.061834972897008636,item
7,,865,38,0.007628990162617948,item
7,,866,6,0.0012045773940975708,item
7,,357,1,0.0002007628990162618,item
7,,358,22,0.00441678377835776,item
7,,361,249,0.049989961855049184,item
7,,373,1422,0.28548484240112426,item
7,,898,1,0.0002007628990162618,item
7,,387,1,0.0002007628990162618,item
7,,902,30,0.006022886970487854,item
7,,906,145,0.02911062035735796,item
7,,396,63,0.012648062638024492,item
7,,910,164,0.032925115438666934,item
7,,407,3,0.0006022886970487854,item
7,,409,145,0.02911062035735796,item
7,,410,40,0.008030515960650473,item
7,,411,7,0.0014053402931138326,item
7,,413,14,0.0028106805862276652,item
7,,935,62,0.012447299739008232,item
7,,937,3,0.0006022886970487854,item
7,,428,12,0.0024091547881951417,item
7,,157,19,0.003814495081308974,item
7,,945,3,0.0006022886970487854,item
7,,434,308,0.061834972897008636,item
7,,947,10,0.002007628990162618,item
7,,1293,1,0.0002007628990162618,item
7,,949,81,0.016261794820317206,item
7,,950,89,0.0178678980124473,item
7,,951,1,0.0002007628990162618,item
7,,443,2,0.0004015257980325236,item
7,,451,34,0.006825938566552901,item
7,,161,9,0.0018068660911463562,item
7,,460,5,0.001003814495081309,item
7,,463,254,0.0509937763501305,item
7,,470,8,0.0016061031921300944,item
7,,527,1,0.0002007628990162618,item
7,,990,6,0.0012045773940975708,item
7,,485,2,0.0004015257980325236,item
7,,487,3,0.0006022886970487854,item
7,,488,1,0.0002007628990162618,item
7,,1003,3,0.0006022886970487854,item
7,,1005,71,0.014254165830154587,item
7,,1006,157,0.031519775145553104,item
7,,495,12,0.0024091547881951417,item
7,,496,3,0.0006022886970487854,item
7,,497,4,0.0008030515960650472,item
7,,1015,46,0.009235093354748043,item
7,,1017,80,0.016061031921300945,item
7,,767,1,0.0002007628990162618,item
7,,509,170,0.034129692832764506,item
7,,511,5,0.001003814495081309,item
9,,512,6,0.0033463469046291134,item
9,,513,105,0.05856107083100948,item
9,,7,678,0.3781372002230898,item
9,,520,1,0.0005577244841048522,item
9,,1196,1,0.0005577244841048522,item
9,,1038,18,0.010039040713887339,item
9,,17,1,0.0005577244841048522,item
9,,18,586,0.3268265476854434,item
9,,19,997,0.5560513106525377,item
9,,20,470,0.2621305075292805,item
9,,21,1776,0.9905186837702176,item
9,,22,971,0.5415504740658115,item
9,,535,32,0.01784718349135527,item
9,,536,12,0.006692693809258227,item
9,,25,693,0.38650306748466257,item
9,,26,467,0.260457334076966,item
9,,27,1063,0.5928611266034579,item
9,,31,1739,0.9698828778583379,item
9,,549,4,0.002230897936419409,item
9,,39,93,0.051868377021751254,item
9,,40,373,0.20803123257110986,item
9,,553,9,0.0050195203569436695,item
9,,1066,4,0.002230897936419409,item
9,,43,10,0.005577244841048522,item
9,,44,3,0.0016731734523145567,item
9,,45,81,0.04517568321249303,item
9,,50,1,0.0005577244841048522,item
9,,179,2,0.0011154489682097045,item
9,,564,32,0.01784718349135527,item
9,,53,131,0.07306190741773563,item
9,,54,30,0.016731734523145567,item
9,,1080,28,0.015616285554935862,item
9,,569,1247,0.6954824316787507,item
9,,570,677,0.3775794757389849,item
9,,1119,3,0.0016731734523145567,item
9,,66,6,0.0033463469046291134,item
9,,580,1,0.0005577244841048522,item
9,,69,179,0.09983268265476855,item
9,,582,1,0.0005577244841048522,item
9,,241,18,0.010039040713887339,item
9,,1293,1,0.0005577244841048522,item
9,,597,24,0.013385387618516454,item
9,,599,39,0.021751254880089235,item
9,,91,7,0.0039040713887339654,item
9,,94,15,0.008365867261572783,item
9,,607,22,0.012269938650306749,item
9,,608,1,0.0005577244841048522,item
9,,97,10,0.005577244841048522,item
9,,1045,4,0.002230897936419409,item
9,,101,21,0.011712214166201896,item
9,,102,73,0.04071388733965421,item
9,,103,40,0.022308979364194088,item
9,,106,883,0.4924707194645845,item
9,,107,49,0.027328499721137756,item
9,,108,22,0.012269938650306749,item
9,,109,59,0.03290574456218628,item
9,,112,1,0.0005577244841048522,item
9,,1138,1,0.0005577244841048522,item
9,,119,145,0.08087005019520357,item
9,,1146,2,0.0011154489682097045,item
9,,123,1,0.0005577244841048522,item
9,,1150,1,0.0005577244841048522,item
9,,1151,2,0.0011154489682097045,item
9,,640,6,0.0033463469046291134,item
9,,641,4,0.002230897936419409,item
9,,131,1,0.0005577244841048522,item
9,,646,826,0.4606804238706079,item
9,,135,8,0.004461795872838818,item
9,,136,18,0.010039040713887339,item
9,,138,5,0.002788622420524261,item
9,,1047,2,0.0011154489682097045,item
9,,140,73,0.04071388733965421,item
9,,154,1,0.0005577244841048522,item
9,,155,37,0.02063580591187953,item
9,,156,40,0.022308979364194088,item
9,,157,17,0.009481316229782488,item
9,,1185,2,0.0011154489682097045,item
9,,1186,7,0.0039040713887339654,item
9,,1187,1,0.0005577244841048522,item
9,,166,127,0.07083100948131622,item
9,,170,23,0.012827663134411601,item
9,,172,21,0.011712214166201896,item
9,,175,15,0.008365867261572783,item
9,,176,2,0.0011154489682097045,item
9,,691,88,0.049079754601226995,item
9,,1207,19,0.010596765197992191,item
9,,701,1,0.0005577244841048522,item
9,,1220,1,0.0005577244841048522,item
9,,1229,4,0.002230897936419409,item
9,,1233,1,0.0005577244841048522,item
9,,213,390,0.21751254880089235,item
9,,214,683,0.3809258226436141,item
9,,734,56,0.031232571109871723,item
9,,735,184,0.10262130507529281,item
9,,1303,1,0.0005577244841048522,item
9,,737,1,0.0005577244841048522,item
9,,738,1,0.0005577244841048522,item
9,,227,487,0.271611823759063,item
9,,741,30,0.016731734523145567,item
9,,742,7,0.0039040713887339654,item
9,,745,1,0.0005577244841048522,item
9,,1258,5,0.002788622420524261,item
9,,551,34,0.018962632459564976,item
9,,237,1,0.0005577244841048522,item
9,,552,22,0.012269938650306749,item
9,,1266,1,0.0005577244841048522,item
9,,244,447,0.24930284439486894,item
9,,245,42,0.023424428332403793,item
9,,1273,100,0.05577244841048522,item
9,,127,1,0.0005577244841048522,item
9,,725,22,0.012269938650306749,item
9,,555,32,0.01784718349135527,item
9,,1284,1,0.0005577244841048522,item
9,,1290,1,0.0005577244841048522,item
9,,268,313,0.17456776352481873,item
9,,269,237,0.13218070273284996,item
9,,270,4,0.002230897936419409,item
9,,271,5,0.002788622420524261,item
9,,1298,1,0.0005577244841048522,item
9,,279,1,0.0005577244841048522,item
9,,793,9,0.0050195203569436695,item
9,,1309,4,0.002230897936419409,item
9,,800,18,0.010039040713887339,item
9,,802,1,0.0005577244841048522,item
9,,1321,1,0.0005577244841048522,item
9,,1118,3,0.0016731734523145567,item
9,,648,1,0.0005577244841048522,item
9,,1050,19,0.010596765197992191,item
9,,839,2,0.0011154489682097045,item
9,,841,2,0.0011154489682097045,item
9,,856,68,0.03792526491912995,item
9,,345,278,0.1550474065811489,item
9,,349,138,0.0769659788064696,item
9,,865,12,0.006692693809258227,item
9,,866,2,0.0011154489682097045,item
9,,358,23,0.012827663134411601,item
9,,361,98,0.05465699944227551,item
9,,373,537,0.2994980479643056,item
9,,898,1,0.0005577244841048522,item
9,,387,2,0.0011154489682097045,item
9,,902,10,0.005577244841048522,item
9,,906,75,0.04182933630786392,item
9,,396,24,0.013385387618516454,item
9,,910,95,0.05298382598996096,item
9,,402,1,0.0005577244841048522,item
9,,407,4,0.002230897936419409,item
9,,409,64,0.03569436698271054,item
9,,410,10,0.005577244841048522,item
9,,411,5,0.002788622420524261,item
9,,412,2,0.0011154489682097045,item
9,,413,3,0.0016731734523145567,item
9,,935,37,0.02063580591187953,item
9,,428,3,0.0016731734523145567,item
9,,945,1,0.0005577244841048522,item
9,,434,159,0.0886781929726715,item
9,,947,9,0.0050195203569436695,item
9,,949,40,0.022308979364194088,item
9,,950,41,0.02286670384829894,item
9,,951,3,0.0016731734523145567,item
9,,443,2,0.0011154489682097045,item
9,,451,22,0.012269938650306749,item
9,,161,6,0.0033463469046291134,item
9,,463,67,0.0373675404350251,item
9,,470,8,0.004461795872838818,item
9,,487,1,0.0005577244841048522,item
9,,1003,4,0.002230897936419409,item
9,,1005,34,0.018962632459564976,item
9,,1006,60,0.03346346904629113,item
9,,495,4,0.002230897936419409,item
9,,1015,23,0.012827663134411601,item
9,,1017,21,0.011712214166201896,item
9,,509,90,0.0501952035694367,item
9,,511,1,0.0005577244841048522,item
10,,512,3,0.024390243902439025,item
10,,513,4,0.032520325203252036,item
10,,7,1,0.008130081300813009,item
10,,527,1,0.008130081300813009,item
10,,17,9,0.07317073170731707,item
10,,18,75,0.6097560975609756,item
10,,19,66,0.5365853658536586,item
10,,20,20,0.16260162601626016,item
10,,21,76,0.6178861788617886,item
10,,22,2,0.016260162601626018,item
10,,535,1,0.008130081300813009,item
10,,1050,1,0.008130081300813009,item
10,,27,62,0.5040650406504065,item
10,,30,2,0.016260162601626018,item
10,,31,106,0.8617886178861789,item
10,,549,1,0.008130081300813009,item
10,,39,35,0.2845528455284553,item
10,,40,3,0.024390243902439025,item
10,,553,5,0.04065040650406504,item
10,,51,5,0.04065040650406504,item
10,,569,62,0.5040650406504065,item
10,,570,15,0.12195121951219512,item
10,,1083,1,0.008130081300813009,item
10,,574,1,0.008130081300813009,item
10,,580,1,0.008130081300813009,item
10,,69,13,0.10569105691056911,item
10,,84,1,0.008130081300813009,item
10,,86,1,0.008130081300813009,item
10,,344,1,0.008130081300813009,item
10,,101,2,0.016260162601626018,item
10,,102,41,0.3333333333333333,item
10,,103,39,0.3170731707317073,item
10,,105,6,0.04878048780487805,item
10,,106,59,0.4796747967479675,item
10,,107,4,0.032520325203252036,item
10,,109,1,0.008130081300813009,item
10,,625,13,0.10569105691056911,item
10,,1138,2,0.016260162601626018,item
10,,631,1,0.008130081300813009,item
10,,959,1,0.008130081300813009,item
10,,127,1,0.008130081300813009,item
10,,131,6,0.04878048780487805,item
10,,646,73,0.5934959349593496,item
10,,136,4,0.032520325203252036,item
10,,137,1,0.008130081300813009,item
10,,141,4,0.032520325203252036,item
10,,155,3,0.024390243902439025,item
10,,156,3,0.024390243902439025,item
10,,161,4,0.032520325203252036,item
10,,1186,35,0.2845528455284553,item
10,,676,1,0.008130081300813009,item
10,,166,7,0.056910569105691054,item
10,,170,1,0.008130081300813009,item
10,,171,6,0.04878048780487805,item
10,,172,1,0.008130081300813009,item
10,,685,2,0.016260162601626018,item
10,,691,1,0.008130081300813009,item
10,,181,2,0.016260162601626018,item
10,,183,1,0.008130081300813009,item
10,,186,1,0.008130081300813009,item
10,,1214,1,0.008130081300813009,item
10,,710,1,0.008130081300813009,item
10,,119,1,0.008130081300813009,item
10,,724,2,0.016260162601626018,item
10,,213,12,0.0975609756097561,item
10,,214,33,0.2682926829268293,item
10,,734,40,0.3252032520325203,item
10,,735,39,0.3170731707317073,item
10,,225,6,0.04878048780487805,item
10,,227,25,0.2032520325203252,item
10,,742,1,0.008130081300813009,item
10,,242,2,0.016260162601626018,item
10,,244,16,0.13008130081300814,item
10,,757,1,0.008130081300813009,item
10,,758,3,0.024390243902439025,item
10,,41,1,0.008130081300813009,item
10,,1273,1,0.008130081300813009,item
10,,268,8,0.06504065040650407,item
10,,269,9,0.07317073170731707,item
10,,1045,1,0.008130081300813009,item
10,,272,5,0.04065040650406504,item
10,,275,6,0.04878048780487805,item
10,,279,6,0.04878048780487805,item
10,,815,6,0.04878048780487805,item
10,,840,1,0.008130081300813009,item
10,,57,4,0.032520325203252036,item
10,,856,12,0.0975609756097561,item
10,,345,9,0.07317073170731707,item
10,,349,3,0.024390243902439025,item
10,,357,2,0.016260162601626018,item
10,,361,3,0.024390243902439025,item
10,,364,4,0.032520325203252036,item
10,,373,95,0.7723577235772358,item
10,,906,1,0.008130081300813009,item
10,,396,1,0.008130081300813009,item
10,,910,8,0.06504065040650407,item
10,,405,1,0.008130081300813009,item
10,,921,1,0.008130081300813009,item
10,,409,1,0.008130081300813009,item
10,,935,3,0.024390243902439025,item
10,,434,10,0.08130081300813008,item
10,,435,1,0.008130081300813009,item
10,,948,1,0.008130081300813009,item
10,,245,2,0.016260162601626018,item
10,,162,4,0.032520325203252036,item
10,,463,5,0.04065040650406504,item
10,,466,1,0.008130081300813009,item
10,,989,1,0.008130081300813009,item
10,,487,1,0.008130081300813009,item
10,,495,2,0.016260162601626018,item
10,,1015,2,0.016260162601626018,item
10,,508,3,0.024390243902439025,item
10,,509,1,0.008130081300813009,item
14,,1282,1,0.0003354579000335458,item
14,,131,1017,0.34116068433411606,item
14,,646,635,0.21301576652130158,item
14,,649,4,0.0013418316001341832,item
14,,138,13,0.004360952700436095,item
14,,910,65,0.021804763502180476,item
14,,15,1634,0.5481382086548138,item
14,,16,1686,0.5655820194565582,item
14,,17,2303,0.772559543777256,item
14,,402,26,0.00872190540087219,item
14,,279,1,0.0003354579000335458,item
14,,31,2602,0.8728614558872861,item
14,,421,1,0.0003354579000335458,item
14,,935,3,0.0010063737001006373,item
14,,559,169,0.056692385105669235,item
14,,948,4,0.0013418316001341832,item
14,,137,1,0.0003354579000335458,item
14,,571,1,0.0003354579000335458,item
14,,706,8,0.0026836632002683663,item
14,,580,44,0.014760147601476014,item
14,,582,4,0.0013418316001341832,item
14,,214,57,0.01912110030191211,item
14,,527,12,0.004025494800402549,item
14,,609,150,0.050318685005031866,item
14,,227,65,0.021804763502180476,item
14,,361,51,0.017108352901710835,item
14,,107,9,0.0030191211003019122,item
14,,18,343,0.11506205971150621,item
14,,112,1,0.0003354579000335458,item
14,,625,137,0.04595773230459577,item
14,,242,1,0.0003354579000335458,item
14,,373,1378,0.4622609862462261,item
14,,126,1862,0.6246226098624622,item
14,,127,1754,0.5883931566588393,item
15,,131,833,0.26732991014120666,item
15,,132,4,0.0012836970474967907,item
15,,901,5,0.0016046213093709885,item
15,,6,1,0.00032092426187419767,item
15,,646,862,0.2766367137355584,item
15,,649,6,0.0019255455712451862,item
15,,138,11,0.0035301668806161745,item
15,,395,2,0.0006418485237483953,item
15,,1036,2,0.0006418485237483953,item
15,,706,13,0.00417201540436457,item
15,,910,93,0.029845956354300384,item
15,,527,15,0.004813863928112966,item
15,,16,1211,0.3886392811296534,item
15,,17,2507,0.8045571245186136,item
15,,402,35,0.011232349165596919,item
15,,150,2,0.0006418485237483953,item
15,,279,1,0.00032092426187419767,item
15,,154,1,0.00032092426187419767,item
15,,559,175,0.0561617458279846,item
15,,30,2,0.0006418485237483953,item
15,,31,2586,0.8299101412066753,item
15,,214,53,0.01700898587933248,item
15,,14,1634,0.524390243902439,item
15,,18,677,0.21726572528883184,item
15,,163,2,0.0006418485237483953,item
15,,36,6,0.0019255455712451862,item
15,,37,2,0.0006418485237483953,item
15,,38,1,0.00032092426187419767,item
15,,935,4,0.0012836970474967907,item
15,,41,4,0.0012836970474967907,item
15,,298,1,0.00032092426187419767,item
15,,299,1,0.00032092426187419767,item
15,,300,5,0.0016046213093709885,item
15,,590,1,0.00032092426187419767,item
15,,47,4,0.0012836970474967907,item
15,,51,1,0.00032092426187419767,item
15,,948,5,0.0016046213093709885,item
15,,112,1,0.00032092426187419767,item
15,,137,1,0.00032092426187419767,item
15,,1081,1,0.00032092426187419767,item
15,,1082,2,0.0006418485237483953,item
15,,571,5,0.0016046213093709885,item
15,,190,1,0.00032092426187419767,item
15,,194,2,0.0006418485237483953,item
15,,580,40,0.012836970474967908,item
15,,582,5,0.0016046213093709885,item
15,,454,1,0.00032092426187419767,item
15,,782,2,0.0006418485237483953,item
15,,1302,1,0.00032092426187419767,item
15,,78,1,0.00032092426187419767,item
15,,463,1,0.00032092426187419767,item
15,,208,1,0.00032092426187419767,item
15,,209,1,0.00032092426187419767,item
15,,35,1,0.00032092426187419767,item
15,,85,1,0.00032092426187419767,item
15,,982,2,0.0006418485237483953,item
15,,984,1,0.00032092426187419767,item
15,,474,1,0.00032092426187419767,item
15,,1245,1,0.00032092426187419767,item
